station_name,date,max_temperature,high,avg_hourly_temperature,avg_temperature,min_temperature,low,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
Barrie,2020-10-09,17.7,63.86,9.07,8.75,-0.2,31.64,,,96,76.4,75,54,8.5,4.7,4.1,-0.3,19,9.08,9.5,0,38,18,102.21,101.72,101.49,100.78,98.67,98.22,98.01,97.36,,,,,2.7,1.7,1.8,1,9.2,0,3.8,1.8,0,,,,,7:26:00,18:45:00,11.32,7.43,18.75,5,5,17,19,15,16,,,,,,,,,,,,,
Barrie,2020-10-08,12.3,54.14,6.91,6.7,1.1,33.98,,,95,82.5,81.5,68,7.6,4.1,4.4,1.2,19,8.08,9.5,0,,,102.09,101.83,101.75,101.42,98.57,98.33,98.26,97.94,,,,,1.7,1.2,1.4,1,11.3,0,1.7,0,0,0.4,,,,7:25:00,18:47:00,11.37,7.42,18.78,2,3,12,12,1,2,,,,,,,,,,,,,
Barrie,2020-10-07,14.5,58.1,11.27,10.25,6,42.8,,,89,79.6,78,67,10.6,7.8,6.9,3.2,42,19.83,23,4,68,29,101.35,100.48,100.65,99.95,97.88,97.05,97.21,96.54,,,,,2.1,1.7,1.6,1.2,7.8,0,5.2,3.2,0.2,4.3,,,,7:24:00,18:49:00,11.42,7.4,18.82,3,3,16,16,3,3,,,,,,,,,,,,,
Barrie,2020-10-06,17.1,62.78,10.75,11,4.9,40.82,,,90,76.6,73,56,9.3,6.6,6.5,3.6,23,10.04,13,3,34,24,101.79,101.17,101.24,100.68,98.3,97.71,97.77,97.24,,,,,4.9,2.2,3.1,1.4,7,0,6,4,1,0,,,,7:23:00,18:51:00,11.47,7.38,18.85,3,4,16,16,10,11,,,,,,,,,,,,,
Barrie,2020-10-05,13.7,56.66,9.13,10.1,6.5,43.7,,,96,77.7,75,54,6.8,5.1,5.2,3.6,17,10.25,10.5,4,,,102.32,102.07,102.07,101.82,98.8,98.56,98.57,98.33,,,,,3,1.6,2,1,7.9,0,5.1,3.1,0.1,0,,,,7:21:00,18:52:00,11.52,7.35,18.87,5,5,13,13,5,6,,,,,,,,,,,,,
Barrie,2020-10-04,8.8,47.84,6.54,5.1,1.4,34.52,,,95,92.1,91.5,88,7.8,5.3,4.2,0.7,14,6.75,8.5,3,,,102.38,102.14,102.14,101.9,98.85,98.61,98.61,98.38,,,,,1.7,1.3,1.4,1,12.9,0,0.1,0,0,9.9,,,,7:20:00,18:54:00,11.57,7.33,18.9,2,2,11,11,4,4,,,,,,,,,,,,,
Barrie,2020-10-03,9.5,49.1,5.77,5.25,1,33.8,,,94,81.9,77,60,5,2.8,2.5,-0.1,11,4.88,5.5,0,,,102.45,102.33,102.31,102.16,98.91,98.8,98.77,98.63,,,,,2,1.4,1.5,1,12.8,0,0.2,0,0,0,,,,7:19:00,18:56:00,11.62,7.32,18.93,3,3,10,10,0,3,,,,,,,,,,,,,
Barrie,2020-10-02,11.6,52.88,7.77,6.2,0.8,33.44,,,94,84.5,78.5,63,7.1,5.2,4.3,1.5,18,11,11,4,27,31,102.13,101.66,101.72,101.3,98.61,98.16,98.22,97.83,,,,,2.2,1.2,1.6,1,11.8,0,1.2,0,0,0.3,,,,7:18:00,18:58:00,11.67,7.3,18.97,3,4,10,10,0,0,,,,,,,,,,,,,
Barrie,2020-10-01,14.6,58.28,10.1,10.35,6.1,42.98,,,94,84.5,78.5,63,8.7,7.5,7,5.2,23,9.46,11.5,0,37,29,101.36,100.96,100.86,100.35,97.89,97.5,97.4,96.92,,,,,1.3,1.1,1.1,1,7.7,0,5.3,3.4,0.4,3.2,,,,7:17:00,19:00:00,11.72,7.28,19,3,4,13,15,5,5,,,,,,,,,,,,,
Barrie,2020-09-30,14.1,57.38,10.88,11.05,8,46.4,,,94,85.9,83,72,10,8.5,8.7,7.3,19,9.08,9.5,0,53,27,100.43,100.07,100.15,99.87,97.02,96.66,96.74,96.46,,,,,1.8,1.3,1.4,1,7,0,6,4,1.1,8.4,,,,7:15:00,19:01:00,11.77,7.25,19.02,2,2,15,15,9,9,,,,,,,,,,,,,
Barrie,2020-09-29,17.8,64.04,13.34,14.1,10.4,50.72,,,93,82.2,77,61,12.3,10.2,10.6,8.9,18,9,9,0,34,27,100.94,100.76,100.64,100.35,97.52,97.34,97.24,96.96,,,,,1.7,1.4,1.4,1.2,3.9,0,9.1,7.1,4.1,1.1,,,,7:14:00,19:03:00,11.82,7.23,19.05,4,4,17,17,10,10,,,,,,,,,,,,,
Barrie,2020-09-28,24.6,76.28,19.39,18.95,13.3,55.94,28,,93,80,77,61,16.8,15.7,14.7,12.6,20,11.88,11.5,3,41,28,100.78,100.5,100.52,100.27,97.4,97.12,97.14,96.89,,,,,2.8,2.3,2.3,1.8,0,0.9,13.9,11.9,8.9,12.7,,,,7:13:00,19:05:00,11.87,7.22,19.08,3,4,24,24,12,12,,,,,,,,,,,,,
Barrie,2020-09-27,26.5,79.7,20.74,21.95,17.4,63.32,31,,92,75.7,74,56,18,16.1,16.6,15.1,17,11.38,9.5,2,31,21,100.91,100.74,100.76,100.6,97.51,97.35,97.37,97.23,,,,,2.4,2.1,2,1.7,0,4,16.9,14.9,11.9,0,,,,7:12:00,19:07:00,11.92,7.2,19.12,5,5,26,27,16,16,,,,,,,,,,,,,
Barrie,2020-09-26,24.2,75.56,17.95,16.64,9.1,48.38,27,,95,76.3,75.5,56,15.5,13.4,12,8.5,20,9.42,10,0,34,20,101.54,101.28,101.24,100.95,98.11,97.86,97.83,97.55,,,,,3.5,2.8,2.9,2.3,1.4,0,11.6,9.6,6.6,0,,,,7:11:00,19:09:00,11.97,7.18,19.15,5,5,25,25,17,18,,,,,,,,,,,,,
Barrie,2020-09-25,23.3,73.94,16.16,16.39,9.5,49.1,26,,95,82.3,74.5,54,15.9,12.9,12.3,8.8,13,5.67,7,1,,,101.9,101.68,101.74,101.57,98.44,98.24,98.28,98.12,,,,,4.5,2.6,2.8,1.2,1.6,0,11.4,9.4,6.4,0,,,,7:10:00,19:11:00,12.02,7.17,19.18,5,5,25,25,13,13,,,,,,,,,,,,,
Barrie,2020-09-24,21.2,70.16,14.37,13.3,5.4,41.72,,,95,77.8,70,45,14.2,10,9.4,4.7,9,3.75,4.5,0,,,101.59,101.44,101.47,101.35,98.16,97.99,98.03,97.9,,,,,2.9,2.1,2.2,1.6,4.7,0,8.3,6.3,3.3,0,,,,7:08:00,19:13:00,12.08,7.13,19.22,5,6,23,23,13,13,,,,,,,,,,,,,
Barrie,2020-09-23,21.4,70.52,15.35,14.45,7.5,45.5,,,94,75.8,71.5,49,13.7,10.7,10.2,6.7,25,13.04,12.5,0,36,28,101.5,101.43,101.39,101.29,98.05,97.98,97.96,97.87,,,,,3.2,2.6,2.8,2.3,3.5,0,9.4,7.5,4.5,0,,,,7:07:00,19:14:00,12.12,7.12,19.23,6,6,21,21,9,9,,,,,,,,,,,,,
Barrie,2020-09-22,20.3,68.54,11.68,11.45,2.6,36.68,,,93,74.9,70.5,48,11.3,6.8,6.7,2.1,9,4.12,4.5,0,,,102.81,102.19,102.16,101.51,99.3,98.7,98.68,98.06,,,,,2.9,2.3,2.2,1.6,6.5,0,6.5,4.5,1.4,0,,,,7:06:00,19:16:00,12.17,7.1,19.27,5,5,21,21,10,10,,,,,,,,,,,,,
Barrie,2020-09-21,18.1,64.58,10.28,9.85,1.6,34.88,,,92,70.1,67,42,8.2,4.5,4.5,0.8,16,6.88,8,0,,,103.57,103.31,103.22,102.88,100.02,99.77,99.69,99.36,,,,,2.6,1.9,2,1.5,8.2,0,4.8,2.8,0,0,,,,7:05:00,19:18:00,12.22,7.08,19.3,6,6,18,19,7,9,,,,,,,,,,,,,
Barrie,2020-09-20,15.3,59.54,9.91,9.1,2.9,37.22,,,90,69.1,66,42,5.9,3.9,3.6,1.4,12,5.04,6.5,1,,,103.66,103.49,103.45,103.23,100.11,99.94,99.9,99.69,,,,,2.3,1.7,1.8,1.3,8.9,0,4.1,2.1,0,0,,,,7:04:00,19:20:00,12.27,7.07,19.33,6,6,16,17,5,5,,,,,,,,,,,,,
Barrie,2020-09-19,13.1,55.58,6.66,6.55,0,32,,,92,70.5,67,42,4.7,1.1,1.6,-1.6,11,4.08,5.5,0,,,103.21,103.08,103.09,102.97,99.66,99.52,99.54,99.42,,,,,2.3,1.4,1.7,1.1,11.4,0,1.6,0,0,0,,,,7:02:00,19:22:00,12.33,7.03,19.37,5,5,13,14,0,2,,,,,,,,,,,,,
Barrie,2020-09-18,12.9,55.22,6.66,6.4,-0.1,31.82,,,89,66,62.5,36,2.7,0.1,0,-2.6,21,10.83,11,1,33,34,102.95,102.54,102.56,102.18,99.4,99.01,99.04,98.68,,,,,1.6,1.3,1.4,1.1,11.6,0,1.4,0,0,0,,,,7:01:00,19:24:00,12.38,7.02,19.4,5,5,12,12,-1,-1,,,,,,,,,,,,,
Barrie,2020-09-17,15.5,59.9,11.25,9.3,3.1,37.58,,,93,72.5,67,41,11.2,6.1,5.5,-0.2,24,13.33,15,6,32,36,102.18,101.95,101.9,101.62,98.67,98.48,98.42,98.18,,,,,1.8,1.4,1.4,1,8.7,0,4.3,2.3,0,0,,,,7:00:00,19:26:00,12.43,7,19.43,6,6,15,15,2,4,,,,,,,,,,,,,
Barrie,2020-09-16,24.1,75.38,17.33,17.85,11.6,52.88,26,,83,69.3,67,51,15.3,11.4,11.2,7.2,23,14.25,14,5,39,23,101.74,101.46,101.43,101.12,98.28,98.03,97.99,97.71,,,,,3.1,2.3,2.5,1.8,0.1,0,12.8,10.8,7.8,0,,,,6:59:00,19:28:00,12.48,6.98,19.47,7,7,25,25,8,13,,,,,,,,,,,,,
Barrie,2020-09-15,18,64.4,11.02,10.15,2.3,36.14,,,94,74.6,70,46,10,6.2,5.7,1.3,21,10.79,10.5,0,35,20,102.94,102.49,102.36,101.78,99.41,98.98,98.87,98.32,,,,,2,1.5,1.5,1,7.8,0,5.2,3.1,0.2,0,,,,6:58:00,19:29:00,12.52,6.97,19.48,6,6,20,20,1,13,,,,,,,,,,,,,
Barrie,2020-09-14,14.9,58.82,11.08,9.44,4,39.2,,,91,71.7,69.5,48,10.6,5.8,7,3.5,26,12.46,13,0,31,35,102.99,102.67,102.46,101.93,99.46,99.17,98.97,98.49,,,,,1.5,1.2,1.2,1,8.6,0,4.4,2.4,0,0,,,,6:57:00,19:31:00,12.57,6.95,19.52,6,6,15,15,1,3,,,,,,,,,,,,,
Barrie,2020-09-13,22.2,71.96,18.01,17.55,12.9,55.22,27,,94,82.6,82,70,17.9,14.9,14.1,10.2,37,18.25,21,5,52,29,101.85,101.33,101.42,100.99,98.41,97.91,98,97.58,,,,,1.8,1.4,1.4,1,0.4,0,12.6,10.6,7.5,14.2,,,,6:56:00,19:33:00,12.62,6.93,19.55,6,6,21,21,10,10,,,,,,,,,,,,,
Barrie,2020-09-12,19.5,67.1,13.9,12.05,4.6,40.28,,,93,80.3,79,65,15.2,10.4,9.5,3.8,20,10.08,10,0,34,11,102.71,102.17,102.1,101.49,99.19,98.69,98.62,98.05,,,,,1.9,1.5,1.5,1.1,6,0,7,5,2,1.8,,,,6:54:00,19:35:00,12.68,6.9,19.58,7,7,20,20,17,17,,,,,,,,,,,,,
Barrie,2020-09-11,16.6,61.88,11.62,11.3,6,42.8,,,92,75.3,74,56,8.5,7.2,7,5.5,15,6.71,7.5,0,,,103.01,102.85,102.86,102.7,99.49,99.34,99.34,99.19,,,,,1.8,1.4,1.4,1,6.7,0,6.3,4.3,1.3,0,,,,6:53:00,19:37:00,12.73,6.88,19.62,7,7,18,18,5,9,,,,,,,,,,,,,
Barrie,2020-09-10,16.6,61.88,13.5,13.5,10.4,50.72,,,95,87.4,85.5,76,14.8,11.4,11.5,8.2,18,10.42,11,4,,,102.78,102.62,102.58,102.38,99.28,99.13,99.09,98.9,,,,,1,1,1,1,4.5,0,8.5,6.5,3.5,0.2,,,,6:52:00,19:39:00,12.78,6.87,19.65,4,6,16,16,5,6,,,,,,,,,,,,,
Barrie,2020-09-09,14.6,58.28,13.03,13.35,12.1,53.78,,,95,93,92.5,90,13,11.9,12.1,11.1,12,9.04,8.5,5,,,102.71,102.56,102.51,102.32,99.21,99.07,99.02,98.84,,,,,1.1,1,1.1,1,4.7,0,8.3,6.3,3.4,0.8,,,,6:51:00,19:41:00,12.83,6.85,19.68,4,5,16,16,11,11,,,,,,,,,,,,,
Barrie,2020-09-08,14.4,57.92,11.82,11.5,8.6,47.48,,,93,88.3,83.5,74,11.2,9.9,9.4,7.7,11,6.33,5.5,0,,,102.36,102.17,102.08,101.81,98.87,98.69,98.62,98.36,,,,,1.3,1.2,1.1,1,6.5,0,6.5,4.5,1.5,4.3,,,,6:50:00,19:43:00,12.88,6.83,19.72,4,4,16,16,12,12,,,,,,,,,,,,,
Barrie,2020-09-07,21.7,71.06,16.93,15.55,9.4,48.92,28,,91,79.4,79,67,18,13.3,13.3,8.6,29,17.21,15,1,46,30,101.78,100.99,101.13,100.48,98.33,97.57,97.71,97.09,,,,,2.1,1.7,1.6,1.1,2.5,0,10.6,8.6,5.5,6.2,,,,6:49:00,19:44:00,12.92,6.82,19.73,5,5,22,22,8,9,,,,,,,,,,,,,
Barrie,2020-09-06,19.5,67.1,13.71,12.25,5,41,,,93,70.8,68.5,44,11.9,7.9,8,4,17,9.75,8.5,0,34,15,102.46,102.05,101.86,101.26,98.97,98.57,98.4,97.83,,,,,2.2,1.4,1.6,1,5.8,0,7.2,5.2,2.2,0,,,,6:48:00,19:46:00,12.97,6.8,19.77,6,7,22,22,16,16,,,,,,,,,,,,,
Barrie,2020-09-05,21.5,70.7,13.5,14,6.5,43.7,,,94,74.9,69.5,45,11.7,8.6,8.8,5.9,20,9.54,10.5,1,39,29,102.17,102.04,102.03,101.9,98.7,98.56,98.56,98.43,,,,,2,1.4,1.6,1.1,4,0,9,7,4,0,,,,6:46:00,19:48:00,13.03,6.77,19.8,6,6,20,20,9,10,,,,,,,,,,,,,
Barrie,2020-09-04,19.5,67.1,13.83,13.75,8,46.4,,,93,73.2,69,45,10.5,8.7,8.6,6.6,41,14.21,21,1,56,29,101.87,101.38,101.33,100.78,98.4,97.94,97.89,97.38,,,,,1.7,1.5,1.4,1.1,4.2,0,8.8,6.8,3.8,0,,,,6:45:00,19:50:00,13.08,6.75,19.83,6,6,19,19,8,11,,,,,,,,,,,,,
Barrie,2020-09-03,25.7,78.26,17.8,17.64,9.6,49.28,29,,95,73.2,69,43,16.2,12.3,12.7,9.2,23,12.46,11.5,0,69,30,101.08,100.71,100.61,100.13,97.66,97.3,97.21,96.75,,,,,2.7,1.8,1.9,1.1,0.4,0,12.6,10.6,7.6,6.9,,,,6:44:00,19:52:00,13.13,6.73,19.87,7,7,26,27,11,13,,,,,,,,,,,,,
Barrie,2020-09-02,25.6,78.08,19.96,19.05,12.5,54.5,32,,94,84.4,79,64,19.9,17.1,16.2,12.5,28,13.12,14,0,42,21,101.11,100.63,100.7,100.29,97.72,97.25,97.33,96.93,,,,,2.7,2,2.1,1.5,0,1.1,14.1,12.1,9.1,1.3,,,,6:43:00,19:54:00,13.18,6.72,19.9,3,3,23,24,11,11,,,,,,,,,,,,,
Barrie,2020-09-01,26.1,78.98,19.7,18.85,11.6,52.88,30,,95,79.2,74,53,18.2,15.7,14.8,11.4,17,8.17,8.5,0,,,101.47,101.34,101.3,101.13,98.06,97.93,97.9,97.74,,,,,3.1,2.1,2.1,1.1,0,0.9,13.8,11.8,8.8,3.2,,,,6:42:00,19:55:00,13.22,6.7,19.92,6,6,25,25,16,17,,,,,,,,,,,,,
Barrie,2020-08-31,22.2,71.96,17.05,16.2,10.2,50.36,,,94,73.1,73,52,13.8,11.8,11.6,9.4,20,11.92,10.5,1,33,12,101.76,101.56,101.53,101.31,98.31,98.12,98.1,97.89,,,,,1.8,1.3,1.4,1,1.8,0,11.2,9.2,6.2,0,,,,6:41:00,19:57:00,13.27,6.68,19.95,7,7,23,23,14,16,,,,,,,,,,,,,
Barrie,2020-08-30,20.4,68.72,15.13,15.35,10.3,50.54,,,93,79.8,74.5,56,12.7,11.4,11.2,9.6,16,10.04,9,2,,,101.59,101.12,101.01,100.43,98.14,97.69,97.58,97.03,,,,,1.2,1.1,1.1,1,2.6,0,10.3,8.3,5.3,0,,,,6:39:00,19:59:00,13.33,6.65,19.98,7,7,21,21,9,9,,,,,,,,,,,,,
Barrie,2020-08-29,23.3,73.94,17.87,18.14,13,55.4,30,,95,86,83,71,19.8,15.4,16.1,12.5,39,19.96,22.5,6,56,28,100.37,99.98,99.97,99.57,97.01,96.61,96.62,96.22,,,,,1.7,1.3,1.4,1,0,0.1,13.1,11.1,8.1,11.5,,,,6:38:00,20:01:00,13.38,6.63,20.02,3,4,22,22,13,13,,,,,,,,,,,,,
Barrie,2020-08-28,19.7,67.46,17.07,16.39,13.1,55.58,,,92,80.5,81,70,14.8,13.6,13.2,11.6,17,9.53,9,1,27,13,101.32,100.95,100.88,100.44,97.89,97.56,97.49,97.08,,,,,1.5,1.2,1.2,1,1.6,0,11.4,9.4,6.4,,,,,6:37:00,20:02:00,13.42,6.62,20.03,8,8,22,22,16,16,,,,,,,,,,,,,
Barrie,2020-08-27,23.3,73.94,19.77,20.45,17.6,63.68,30,,95,86,87,79,19.5,17.3,17.4,15.2,33,17.71,20,7,50,29,101.07,100.77,100.76,100.46,97.71,97.44,97.44,97.18,,,,,2.2,1.6,1.6,1,0,2.5,15.4,13.4,10.4,,,,,6:36:00,20:04:00,13.47,6.6,20.07,3,7,26,27,15,16,,,,,,,,,,,,,
Barrie,2020-08-26,17.2,62.96,13.94,13.6,10,50,,,92,82.8,80.5,69,15,10.9,11.2,7.4,10,5.75,5.5,1,,,101.9,101.7,101.61,101.31,98.45,98.27,98.18,97.92,,,,,1.6,1.3,1.3,1,4.4,0,8.6,6.6,3.6,,,,,6:35:00,20:06:00,13.52,6.58,20.1,7,7,23,23,14,17,,,,,,,,,,,,,
Barrie,2020-08-25,23.9,75.02,20.3,17.7,11.5,52.7,28,,92,73.9,73,54,19.3,15.2,14.4,9.6,26,15,15,4,43,30,101.76,101.34,101.38,101,98.33,97.94,97.98,97.63,,,,,2.7,1.6,1.8,1,0.3,0,12.7,10.7,7.7,,,,,6:34:00,20:08:00,13.57,6.57,20.13,6,7,24,24,9,9,,,,,,,,,,,,,
Barrie,2020-08-24,29.6,85.28,23.37,23.15,16.7,62.06,35,,93,74.8,69,45,20,18.2,17.9,15.9,15,7.42,7.5,0,,,101.55,101.36,101.34,101.12,98.16,97.97,97.95,97.73,,,,,3.1,2.6,2.6,2.1,0,5.2,18.1,16.1,13.2,,,,,6:32:00,20:09:00,13.62,6.53,20.15,7,7,28,28,18,18,,,,,,,,,,,,,
Barrie,2020-08-23,29.6,85.28,22.26,22.15,14.7,58.46,36,,93,75.3,69.5,46,20.2,17.2,17,13.8,13,5.12,6.5,0,,,101.65,101.55,101.53,101.42,98.24,98.14,98.13,98.02,,,,,3.2,2,2.1,1,0,4.2,17.1,15.2,12.2,,,,,6:31:00,20:11:00,13.67,6.52,20.18,7,7,28,28,18,18,,,,,,,,,,,,,
Barrie,2020-08-22,27.1,80.78,20.89,20.95,14.8,58.64,34,,94,81,77.5,61,20.1,17.3,17.1,14,9,3.96,4.5,0,,,101.56,101.41,101.43,101.31,98.15,98,98.03,97.9,,,,,2.7,1.7,1.8,1,0,3,15.9,13.9,10.9,,,,,6:30:00,20:13:00,13.72,6.5,20.22,8,8,27,27,17,17,,,,,,,,,,,,,
Barrie,2020-08-21,25.7,78.26,20.6,20.85,16,60.8,31,,91,75.5,76,61,17.5,16,15.5,13.5,19,10.88,11,3,,,101.36,101.26,101.26,101.17,97.95,97.86,97.86,97.77,,,,,2.6,2.2,2.1,1.6,0,2.8,15.8,13.8,10.8,,,,,6:29:00,20:14:00,13.75,6.48,20.23,6,8,24,25,16,17,,,,,,,,,,,,,
Barrie,2020-08-20,25.6,78.08,17.13,16.25,6.9,44.42,28,,93,71.7,71.5,50,14.9,11.5,10.5,6.1,20,9.17,10,0,36,22,101.88,101.55,101.53,101.19,98.41,98.11,98.09,97.76,,,,,2.2,1.6,1.6,1,1.8,0,11.2,9.2,6.2,,,,,6:28:00,20:16:00,13.8,6.47,20.27,8,8,27,27,15,16,,,,,,,,,,,,,
Barrie,2020-08-19,20.3,68.54,14.72,14.35,8.4,47.12,,,92,71.4,67.5,43,11.5,9.1,8.9,6.4,21,9.67,11,1,33,31,101.87,101.76,101.72,101.57,98.41,98.31,98.27,98.13,,,,,1.4,1.1,1.2,1,3.6,0,9.3,7.3,4.3,,,,,6:27:00,20:18:00,13.85,6.45,20.3,7,7,22,22,9,9,,,,,,,,,,,,,
Barrie,2020-08-18,21.8,71.24,16.17,16.2,10.6,51.08,,,95,76.8,73,51,14.9,11.7,12,9.1,22,12.42,12.5,3,35,32,101.59,101.33,101.36,101.13,98.14,97.9,97.92,97.71,,,,,1.1,1,1.1,1,1.8,0,11.2,9.2,6.2,,,,,6:26:00,20:19:00,13.88,6.43,20.32,8,8,22,22,9,13,,,,,,,,,,,,,
Barrie,2020-08-17,23,73.4,17.43,17.55,12.1,53.78,27,,95,80.5,75.5,56,17.6,13.8,14.3,11.1,21,9.79,11.5,2,32,28,101.37,101.28,101.26,101.15,97.94,97.86,97.84,97.73,,,,,1.9,1.4,1.4,1,0.4,0,12.6,10.6,7.5,,,,,6:24:00,20:21:00,13.95,6.4,20.35,6,7,23,23,12,12,,,,,,,,,,,,,
Barrie,2020-08-16,21.7,71.06,19.24,17.25,12.8,55.04,27,,95,86.5,84.5,74,18.3,16.9,16.2,14.2,15,5.33,7.5,0,,,101.51,101.39,101.4,101.29,98.1,97.99,97.99,97.88,,,,,2.3,1.7,1.8,1.3,0.8,0,12.2,10.2,7.2,,,,,6:23:00,20:22:00,13.98,6.38,20.37,3,3,24,24,12,14,,,,,,,,,,,,,
Barrie,2020-08-15,26.8,80.24,20.68,19.35,11.9,53.42,32,,91,71.6,72,53,18.5,15.1,14.7,10.8,16,8.67,8,0,34,23,101.87,101.64,101.64,101.4,98.45,98.22,98.22,97.99,,,,,2.5,1.9,2,1.4,0,1.4,14.3,12.3,9.3,,,,,6:22:00,20:24:00,14.03,6.37,20.4,8,8,28,28,18,18,,,,,,,,,,,,,
Barrie,2020-08-14,27.2,80.96,21.66,21.15,15.1,59.18,30,,89,65.3,65,41,16,14.2,14.1,12.2,14,8.08,7,0,,,102.17,102.02,102,101.84,98.74,98.6,98.58,98.42,,,,,1.8,1.6,1.6,1.5,0,3.1,16.1,14.2,11.2,,,,,6:21:00,20:26:00,14.08,6.35,20.43,8,8,28,28,14,14,,,,,,,,,,,,,
Barrie,2020-08-13,28,82.4,21.25,20.39,12.8,55.04,32,,93,69.8,68,43,17.4,14.8,14.6,11.8,15,5.38,7.5,0,,,102.26,102.12,102.12,101.99,98.83,98.7,98.69,98.56,,,,,2.2,2.1,2.1,2,0,2.4,15.4,13.4,10.4,0,,,,6:20:00,20:27:00,14.12,6.33,20.45,8,8,28,28,14,14,,,,,,,,,,,,,
Barrie,2020-08-12,28.8,83.84,20.1,20,11.2,52.16,32,,93,69.8,65.5,38,17.3,13.6,13.8,10.3,14,6.62,7,0,,,102.06,101.88,101.82,101.59,98.63,98.45,98.4,98.17,,,,,2,1.5,1.5,1,0,2,15,13,10,0,,,,6:19:00,20:29:00,14.17,6.32,20.48,8,8,27,27,12,13,,,,,,,,,,,,,
Barrie,2020-08-11,25.6,78.08,21.75,19.39,13.2,55.76,32,,88,74.4,69.5,51,20.5,16.9,15.9,11.3,30,12.54,16,2,41,30,101.56,101.12,101.22,100.87,98.13,97.73,97.82,97.51,,,,,3,2.3,2.2,1.5,0,1.4,14.4,12.4,9.4,0.2,,,,6:17:00,20:30:00,14.22,6.28,20.5,6,7,24,24,12,12,,,,,,,,,,,,,
Barrie,2020-08-10,31.3,88.34,24.5,24.5,17.7,63.86,38,,94,74.5,72,50,22.1,19.3,19.5,16.9,13,6.12,6.5,0,32,26,101.64,101.39,101.37,101.1,98.23,98,97.98,97.72,,,,,2.9,2.3,2.2,1.6,0,6.5,19.5,17.5,14.5,4.5,,,,6:16:00,20:32:00,14.27,6.27,20.53,8,9,31,31,19,19,,,,,,,,,,,,,
Barrie,2020-08-09,27.4,81.32,21.95,22.5,17.6,63.68,35,,93,78.8,81.5,70,21.1,18,17.8,14.5,25,10,12.5,0,38,29,101.93,101.69,101.75,101.57,98.5,98.28,98.33,98.17,,,,,2.5,2.2,2.2,1.9,0,4.5,17.5,15.5,12.5,0.9,,,,6:15:00,20:33:00,14.3,6.25,20.55,9,9,29,29,17,18,,,,,,,,,,,,,
Barrie,2020-08-08,26,78.8,19.32,18.55,11.1,51.98,29,,93,73,71,49,17.3,13.8,13.7,10,10,3.5,5,0,,,102.27,102.1,102.07,101.87,98.83,98.66,98.64,98.45,,,,,2.7,1.8,1.8,1,0,0.6,13.6,11.6,8.6,0,,,,6:14:00,20:35:00,14.35,6.23,20.58,9,9,28,28,17,17,,,,,,,,,,,,,
Barrie,2020-08-07,24.7,76.46,18.35,18,11.3,52.34,27,,93,71.2,66,39,15.4,12.2,12.2,9.1,12,4.08,6,0,,,102.27,102.17,102.16,102.06,98.82,98.72,98.72,98.61,,,,,2.3,1.9,1.9,1.5,0,0,13,11,8,0,,,,6:13:00,20:36:00,14.38,6.22,20.6,8,8,26,26,10,10,,,,,,,,,,,,,
Barrie,2020-08-06,23.9,75.02,16.62,16.2,8.5,47.3,,,92,70.2,64,36,13.4,10.4,10.3,7.3,14,6.25,7,0,,,102.2,102.1,102.09,101.99,98.74,98.64,98.63,98.53,,,,,1.6,1.3,1.3,1,1.8,0,11.2,9.2,6.2,0,,,,6:12:00,20:37:00,14.42,6.2,20.62,8,8,23,24,12,12,,,,,,,,,,,,,
Barrie,2020-08-05,20.8,69.44,16.32,15.25,9.7,49.46,,,92,76.8,73,54,15.1,11.9,12.4,9.7,28,16.5,15,2,42,28,101.96,101.62,101.58,101.19,98.5,98.18,98.14,97.78,,,,,1.4,1.1,1.2,1,2.8,0,10.2,8.2,5.2,1.4,,,,6:11:00,20:39:00,14.47,6.18,20.65,8,8,21,22,10,11,,,,,,,,,,,,,
Barrie,2020-08-04,22.8,73.04,18.65,19.39,16,60.8,28,,94,89.6,84.5,75,18.1,16.8,16.7,15.3,14,8.33,8,2,,,101.55,101.21,101.28,101.01,98.12,97.8,97.86,97.6,,,,,1.8,1.2,1.4,1,0,1.4,14.4,12.4,9.4,7.2,,,,6:09:00,20:40:00,14.52,6.15,20.67,3,8,21,21,16,16,,,,,,,,,,,,,
